50 4 0.5	5.09319424623
50 1 0.05	5.39141778713
50 4 0.1	5.21927468935
25 5 0.05	5.4844733797
25 1 0.1	5.28787426708
25 1 0.5	5.0636249494
25 4 0.05	5.49928130274
50 5 0.05	5.42190760529
25 2 0.5	5.05351790688
50 3 0.5	5.09858184935
25 3 0.05	5.51313608542
25 2 0.1	5.31081799707
50 3 0.1	5.2453942542
50 5 0.1	5.23689376499
25 0 0.05	5.50867469327
50 0 0.05	5.42966879941
25 5 0.5	5.07350506516
25 5 0.1	5.29580301656
25 2 0.05	5.47766039711
25 1 0.05	5.48698891613
50 2 0.05	5.3998328569
50 5 0.5	5.08909545532
50 0 0.1	5.21480865402
50 0 0.5	5.04989902299
25 4 0.1	5.33862716159
50 1 0.5	5.05185599148
50 4 0.05	5.39899186987
25 4 0.5	5.09124735809
50 1 0.1	5.22158229892
50 2 0.1	5.22495385698
50 2 0.5	5.07955962937
25 3 0.1	5.2958539448
25 3 0.5	5.09533581395
25 0 0.5	5.08413947884
25 0 0.1	5.31340184761
50 3 0.05	5.42218216412
50 4 0.5	5.12637101027
50 1 0.05	5.41019138712
50 4 0.1	5.26370682201
25 5 0.05	5.46361096076
25 1 0.1	5.32809371428
25 1 0.5	5.03862185238
25 4 0.05	5.47634902648
50 5 0.05	5.41720752247
25 2 0.5	5.06329650567
50 3 0.5	5.09683380614
25 3 0.05	5.50527010805
25 2 0.1	5.32551854409
50 3 0.1	5.26777456996
50 5 0.1	5.2345909678
25 0 0.05	5.50987260114
50 0 0.05	5.400108357
25 5 0.5	5.07918705885
25 5 0.1	5.29385880873
25 2 0.05	5.47491950235
25 1 0.05	5.49701471434
50 2 0.05	5.41426174066
50 5 0.5	5.10406795263
50 0 0.1	5.23478562911
50 0 0.5	5.0580875263
25 4 0.1	5.31540684739
50 1 0.5	5.06352137562
50 4 0.05	5.41324429913
25 4 0.5	5.08877077636
50 1 0.1	5.21574171244
50 2 0.1	5.23547214274
50 2 0.5	5.07735480947
25 3 0.1	5.30821876942
25 3 0.5	5.08086065567
25 0 0.5	5.09742438798
25 0 0.1	5.29168347029
50 3 0.05	5.40393291236
50 4 0.5	5.08833905322
50 1 0.05	5.45408962441
50 4 0.1	5.2277653424
25 5 0.05	5.49733312715
25 1 0.1	5.31509160371
25 1 0.5	5.03714167355
25 4 0.05	5.5004359213
50 5 0.05	5.41285578423
25 2 0.5	5.08584078595
50 3 0.5	5.10609637611
25 3 0.05	5.51319345495
25 2 0.1	5.30846354177
50 3 0.1	5.24363822643
50 5 0.1	5.2225207179
25 0 0.05	5.50072617776
50 0 0.05	5.41854213695
25 5 0.5	5.04699937585
25 5 0.1	5.29317078777
25 2 0.05	5.48533855634
25 1 0.05	5.47460867414
50 2 0.05	5.46381960023
50 5 0.5	5.06990669216
50 0 0.1	5.23694897197
50 0 0.5	5.08960830344
25 4 0.1	5.30636601896
50 1 0.5	5.06182241864
50 4 0.05	5.41700578115
25 4 0.5	5.04502912153
50 1 0.1	5.21975193751
50 2 0.1	5.22517961802
50 2 0.5	5.10032033794
25 3 0.1	5.28276641872
25 3 0.5	5.0535745563
25 0 0.5	5.05624674551
25 0 0.1	5.29885594261
50 3 0.05	5.42149725051



50 4 0.5	5.12667875209
50 1 0.05	5.43397577853
50 4 0.1	5.22944219148
25 5 0.05	5.50810313911
25 1 0.1	5.30613764826
25 1 0.5	5.06645879766
25 4 0.05	5.51975732709
50 5 0.05	5.47985104572
25 2 0.5	5.0953226513
50 3 0.5	5.0526393655
25 3 0.05	5.48153319855
25 2 0.1	5.28861838834
50 3 0.1	5.23401353099
50 5 0.1	5.2530364495
25 0 0.05	5.46560151044
50 0 0.05	5.4360065417
25 5 0.5	5.0630823017
25 5 0.1	5.29725713973
25 2 0.05	5.49601788835
25 1 0.05	5.51393491154
50 2 0.05	5.41232790727
50 5 0.5	5.06799701309
50 0 0.1	5.23091977695
50 0 0.5	5.08507671094
25 4 0.1	5.28954744311
50 1 0.5	5.09591239767
50 4 0.05	5.45543616482
25 4 0.5	5.05375236773
50 1 0.1	5.23871316848
50 2 0.1	5.23995618167
50 2 0.5	5.0779027465
25 3 0.1	5.29692544782
25 3 0.5	5.06539126054
25 0 0.5	5.08550121868
25 0 0.1	5.30407796521
50 3 0.05	5.40479752538

